# Pioneer change in Cm as function of alpha and elevator deflection

-25	
-6	0.9219
-4	0.8735
-2	0.827
0	0.7798
2	0.7413
4	0.6706
6	0.587
8	0.5293
10	0.4276
12	0.3045
13	0.2379
14	0.1698
15	0.1088
16	0.0503
17	-0.006
18	-0.0704
19	-0.1576
20	-0.2624
	
-20	
-6	0.8532
-4	0.8031
-2	0.7546
0	0.7073
2	0.6698
4	0.5983
6	0.5275
8	0.4822
10	0.3743
12	0.252
13	0.1943
14	0.1367
15	0.0721
16	0.0109
17	-0.0452
18	-0.1072
19	-0.1668
20	-0.2034
	
-15	
-6	0.7722
-4	0.7138
-2	0.6717
0	0.6258
2	0.5939
4	0.5384
6	0.4621
8	0.4109
10	0.3178
12	0.2058
13	0.1426
14	0.0705
15	0.0028
16	-0.0594
17	-0.123
18	-0.1827
19	-0.2384
20	-0.2822
	
-10	
-6	0.6464
-4	0.5998
-2	0.559
0	0.5156
2	0.4682
4	0.4039
6	0.3265
8	0.2551
10	0.1513
12	0.0404
13	-0.0216
14	-0.0911
15	-0.1512
16	-0.2198
17	-0.2834
18	-0.3425
19	-0.3938
20	-0.4234
	
-5	
-6	0.5099
-4	0.4673
-2	0.4248
0	0.3705
2	0.3111
4	0.2426
6	0.1675
8	0.0901
10	-0.0115
12	-0.1199
13	-0.1775
14	-0.2419
15	-0.3048
16	-0.3693
17	-0.429
18	-0.4869
19	-0.5246
20	-0.5369
	
0	
-6	0.3524
-4	0.305
-2	0.2505
0	0.1922
2	0.1331
4	0.0681
6	-0.0041
8	-0.0826
10	-0.1771
12	-0.285
13	-0.3435
14	-0.4058
15	-0.4655
16	-0.5284
17	-0.583
18	-0.626
19	-0.6414
20	-0.6366
	
5	
-6	0.2042
-4	0.1561
-2	0.1051
0	0.0403
2	-0.0198
4	-0.0833
6	-0.1556
8	-0.2472
10	-0.3376
12	-0.4361
13	-0.4882
14	-0.5455
15	-0.6097
16	-0.6657
17	-0.7117
18	-0.7409
19	-0.7367
20	-0.726
	
10	
-6	0.0376
-4	-0.0146
-2	-0.075
0	-0.1391
2	-0.1921
4	-0.2594
6	-0.3327
8	-0.4179
10	-0.5038
12	-0.5937
13	-0.6446
14	-0.7024
15	-0.7536
16	-0.8052
17	-0.8406
18	-0.8481
19	-0.832
20	-0.8175
	
15	
-6	-0.11
-4	-0.1606
-2	-0.2137
0	-0.2678
2	-0.3162
4	-0.378
6	-0.4518
8	-0.5384
10	-0.6162
12	-0.6994
13	-0.7465
14	-0.8015
15	-0.8507
16	-0.903
17	-0.9229
18	-0.9051
19	-0.8863
20	-0.8832
	
20	
-6	-0.1353
-4	-0.1817
-2	-0.2356
0	-0.3001
2	-0.3675
4	-0.4532
6	-0.5296
8	-0.6121
10	-0.6925
12	-0.7772
13	-0.8266
14	-0.8897
15	-0.9399
16	-0.9818
17	-0.9877
18	-0.9575
19	-0.9439
20	-0.9447
