# Pioneer change in Cn as function of beta and rudder deflection

-25	
-20	0.0067
-17.5	0
-15	0.004
-12.5	0.0087
-10	0.0121
-7.5	0.0161
-5	0.02
-2.5	0.0275
0	0.0335
2.5	0.0382
5	0.0429
7.5	0.0476
10	0.0516
11.25	0.0549
12.5	0.0563
13.75	0.057
15	0.0523
16.25	0.0503
17.5	0.0509
18.75	0.0509
20	0.0509
	
-20	
-20	0.0027
-17.5	0.0013
-15	0.002
-12.5	0.0074
-10	0.0101
-7.5	0.0127
-5	0.0174
-2.5	0.0235
0	0.0295
2.5	0.0348
5	0.0389
7.5	0.0429
10	0.0462
11.25	0.0489
12.5	0.0509
13.75	0.0509
15	0.0482
16.25	0.0442
17.5	0.0428
18.75	0.0436
20	0.0442
	
-15	
-20	-0.0027
-17.5	-0.0054
-15	-0.004
-12.5	0.0027
-10	0.0054
-7.5	0.0087
-5	0.0134
-2.5	0.0188
0	0.0255
2.5	0.0288
5	0.0328
7.5	0.0375
10	0.0422
11.25	0.0442
12.5	0.0462
13.75	0.0469
15	0.0429
16.25	0.0415
17.5	0.0422
18.75	0.0429
20	0.0429
	
-10	
-20	-0.0094
-17.5	-0.0127
-15	-0.0114
-12.5	-0.0047
-10	-0.0014
-7.5	0.0013
-5	0.0067
-2.5	0.0127
0	0.0188
2.5	0.0228
5	0.0261
7.5	0.0288
10	0.0348
11.25	0.0375
12.5	0.0395
13.75	0.0402
15	0.0369
16.25	0.0355
17.5	0.0355
18.75	0.0362
20	0.0369
	
-5	
-20	-0.0154
-17.5	-0.0214
-15	-0.02
-12.5	-0.0134
-10	-0.0101
-7.5	-0.0064
-5	-0.002
-2.5	0.0047
0	0.0114
2.5	0.0154
5	0.0121
7.5	0.0248
10	0.0295
11.25	0.0315
12.5	0.0335
13.75	0.0342
15	0.0322
16.25	0.0308
17.5	0.0308
18.75	0.0308
20	0.0322
	
0	
-20	-0.0214
-17.5	-0.0277
-15	-0.0283
-12.5	-0.0222
-10	-0.0188
-7.5	-0.0161
-5	-0.0131
-2.5	-0.0067
0	0
2.5	0.006
5	0.0101
7.5	0.0154
10	0.0188
11.25	0.0201
12.5	0.0235
13.75	0.0268
15	0.0255
16.25	0.0255
17.5	0.0235
18.75	0.0235
20	0.0248
	
5	
-20	-0.0274
-17.5	-0.034
-15	-0.0366
-12.5	-0.031
-10	-0.0275
-7.5	-0.0258
-5	-0.0242
-2.5	-0.0181
0	-0.0074
2.5	-0.0034
5	0.0081
7.5	0.006
10	0.0081
11.25	0.0087
12.5	0.0135
13.75	0.0194
15	0.0188
16.25	0.0202
17.5	0.0162
18.75	0.0162
20	0.0174
	
10	
-20	-0.0334
-17.5	-0.0427
-15	-0.0452
-12.5	-0.0397
-10	-0.0362
-7.5	-0.0335
-5	-0.0329
-2.5	-0.0261
0	-0.0148
2.5	-0.0108
5	-0.0059
7.5	0.002
10	0.0028
11.25	0.0027
12.5	0.0075
13.75	0.0134
15	0.0141
16.25	0.0155
17.5	0.0115
18.75	0.0108
20	0.0127
	
15	
-20	-0.0401
-17.5	-0.05
-15	-0.0526
-12.5	-0.0471
-10	-0.043
-7.5	-0.0409
-5	-0.0396
-2.5	-0.0322
0	-0.0215
2.5	-0.0168
5	-0.0126
7.5	-0.0067
10	-0.0046
11.25	-0.004
12.5	0.0008
13.75	0.0067
15	0.0081
16.25	0.0095
17.5	0.0048
18.75	0.0041
20	0.0067
	
20	
-20	-0.0455
-17.5	-0.0567
-15	-0.586
-12.5	-0.0052
-10	-0.0477
-7.5	-0.0449
-5	-0.0436
-2.5	-0.0369
0	-0.0255
2.5	-0.0228
5	-0.0187
7.5	-0.0121
10	-0.0086
11.25	-0.0088
12.5	-0.0039
13.75	0.0027
15	0.0001
16.25	0.0068
17.5	0.0042
18.75	0.0034
20	0.0054
	
25	
-20	-0.0495
-17.5	-0.0554
-15	-0.0606
-12.5	-0.0531
-10	-0.0497
-7.5	-0.0483
-5	-0.0462
-2.5	-0.0409
0	-0.0295
2.5	-0.0262
5	-0.0227
7.5	-0.0168
10	-0.014
11.25	-0.0147
12.5	-0.0093
13.75	-0.0034
15	-0.0013
16.25	0.0007
17.5	-0.0039
18.75	-0.0039
20	-0.0013
