# Pioneer change in CD as function of alpha and elevator defection

-20
-7	0.0231
-6	0.0209
-5	0.0187
-4	0.0166
-3	0.0147
-2	0.0129
-1	0.0113
0	0.0098
1	0.0086
2	0.0074
3	0.0063
4	0.0053
5	0.0043
6	0.0031
7	0.0017
8	0.0001
9	-0.002
10	-0.0046
11	-0.0079
12	-0.012
13	-0.0171
14	-0.0234
15	-0.0311
16	-0.0403
17	-0.0543
	
-15	
-7	0.0178
-6	0.0155
-5	0.0135
-4	0.0117
-3	0.0101
-2	0.0086
-1	0.0073
0	0.0061
1	0.005
2	0.004
3	0.003
4	0.002
5	0.001
6	0
7	-0.001
8	-0.002
9	-0.0031
10	-0.0042
11	-0.0054
12	-0.0067
13	-0.008
14	-0.0094
15	-0.0109
16	-0.0125
17	-0.0141
	
-10	
-7	0.0111
-6	0.0095
-5	0.0081
-4	0.0069
-3	0.0057
-2	0.0047
-1	0.0038
0	0.003
1	0.0022
2	0.0015
3	0.0008
4	0.0001
5	-0.0006
6	-0.0013
7	-0.002
8	-0.0027
9	-0.0035
10	-0.0042
11	-0.005
12	-0.0058
13	-0.0067
14	-0.0075
15	-0.0084
16	-0.0093
17	-0.0102
	
-5	
-7	0.0058
-6	0.005
-5	0.0043
-4	0.0037
-3	0.0031
-2	0.0025
-1	0.002
0	0.0016
1	0.0011
2	0.0007
3	0.0003
4	-0.0001
5	-0.0005
6	-0.0009
7	-0.0013
8	-0.0018
9	-0.0022
10	-0.0027
11	-0.0032
12	-0.0037
13	-0.0043
14	-0.0048
15	-0.0054
16	-0.006
17	-0.0066
	
0	
-7	0
-6	0
-5	0
-4	0
-3	0
-2	0
-1	0
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
	
5	
-7	-0.0028
-6	-0.0021
-5	-0.0015
-4	-0.001
-3	-0.0006
-2	-0.0003
-1	0
0	0.0003
1	0.0005
2	0.0007
3	0.001
4	0.0012
5	0.0014
6	0.0016
7	0.0018
8	0.002
9	0.0023
10	0.0025
11	0.0028
12	0.0031
13	0.0035
14	0.0038
15	0.0041
16	0.0045
17	0.0048
	
10	
-7	-0.0053
-6	-0.0037
-5	-0.0024
-4	-0.0014
-3	-0.0005
-2	0.0002
-1	0.0008
0	0.0013
1	0.0018
2	0.0022
3	0.0026
4	0.003
5	0.0034
6	0.0039
7	0.0044
8	0.005
9	0.0056
10	0.0063
11	0.007
12	0.0078
13	0.0086
14	0.0095
15	0.0103
16	0.0111
17	0.0119
	
15	
-7	-0.0063
-6	-0.0043
-5	-0.0025
-4	-0.001
-3	0.0002
-2	0.0013
-1	0.0022
0	0.0031
1	0.0039
2	0.0046
3	0.0053
4	0.006
5	0.0068
6	0.0076
7	0.0084
8	0.0093
9	0.0102
10	0.0112
11	0.0122
12	0.0133
13	0.0144
14	0.0155
15	0.0167
16	0.0177
17	0.0188
	
20	
-7	-0.0029
-6	-0.0007
-5	0.0012
-4	0.0028
-3	0.0042
-2	0.0053
-1	0.0064
0	0.0074
1	0.0082
2	0.0091
3	0.0099
4	0.0108
5	0.0117
6	0.0126
7	0.0136
8	0.0147
9	0.0158
10	0.017
11	0.0182
12	0.0195
13	0.0209
14	0.0222
15	0.0236
16	0.025
17	0.0263
