# Pioneer change in Cl as function of alpha and aileron deflection

-5	
-10.31	0.014
-8.22	0.0143
-6.12	0.0148
-4.01	0.0148
-1.91	0.0153
0.2	0.0158
2.29	0.016
4.4	0.016
6.5	0.0152
8.59	0.0144
10.65	0.0128
12.71	0.0118
13.72	0.0109
14.73	0.0105
15.74	0.0093
16.75	0.0093
17.75	0.0087
18.75	0.0073
19.74	0.0061
20.73	0.0016
	
0	
-10.31	0
-8.22	0
-6.12	0
-4.01	0
-1.91	0
0.2	0
2.29	0
4.4	0
6.5	0
8.59	0
10.65	0
12.71	0
13.72	0
14.73	0
15.74	0
16.75	0
17.75	0
18.75	0
19.74	0
20.73	0
	
5	
-10.31	-0.014
-8.22	-0.0143
-6.12	-0.0148
-4.01	-0.0148
-1.91	-0.0153
0.2	-0.0158
2.29	-0.016
4.4	-0.016
6.5	-0.0152
8.59	-0.0144
10.65	-0.0128
12.71	-0.0118
13.72	-0.0109
14.73	-0.0105
15.74	-0.0093
16.75	-0.0093
17.75	-0.0087
18.75	-0.0073
19.74	-0.0061
20.73	-0.0016
	
10	
-10.31	-0.028
-8.22	-0.0281
-6.12	-0.0292
-4.01	-0.0299
-1.91	-0.0296
0.2	-0.0299
2.29	-0.0308
4.4	-0.0308
6.5	-0.0295
8.59	-0.0279
10.65	-0.026
12.71	-0.0238
13.72	-0.0222
14.73	-0.0202
15.74	-0.0177
16.75	-0.0167
17.75	-0.0147
18.75	-0.0105
19.74	-0.0066
20.73	-0.0028
	
15	
-10.31	-0.0366
-8.22	-0.0375
-6.12	-0.0386
-4.01	-0.0408
-1.91	-0.04
0.2	-0.0405
2.29	-0.0424
4.4	-0.0424
6.5	-0.0422
8.59	-0.0407
10.65	-0.0382
12.71	-0.0364
13.72	-0.0332
14.73	-0.0307
15.74	-0.028
16.75	-0.0267
17.75	-0.0238
18.75	-0.0179
19.74	-0.013
20.73	-0.0077
	
20	
-10.31	-0.0446
-8.22	-0.0463
-6.12	-0.0482
-4.01	-0.0484
-1.91	-0.0475
0.2	-0.0482
2.29	-0.0519
4.4	-0.0519
6.5	-0.0527
8.59	-0.0521
10.65	-0.0495
12.71	-0.0466
13.72	-0.0437
14.73	-0.0411
15.74	-0.0388
16.75	-0.036
17.75	-0.0333
18.75	-0.0285
19.74	-0.0226
20.73	-0.017
	
25	
-10.31	-0.0533
-8.22	-0.0553
-6.12	-0.0568
-4.01	-0.0563
-1.91	-0.0568
0.2	-0.0573
2.29	-0.0604
4.4	-0.0604
6.5	-0.0614
8.59	-0.0616
10.65	-0.0597
12.71	-0.0558
13.72	-0.0524
14.73	-0.0487
15.74	-0.0461
16.75	-0.0423
17.75	-0.0376
18.75	-0.0342
19.74	-0.028
20.73	-0.0229
