# Pioneer change in Cn as function of alpha and aileron deflection

5	
-8	-0.0004
-7	-0.0002
-6	-0.0001
-5	0.0001
-4	0.0002
-3	0.0004
-2	0.0005
-1	0.0007
0	0.0008
1	0.001
2	0.0011
3	0.0013
4	0.0015
5	0.0016
6	0.0018
7	0.0019
8	0.0021
9	0.0022
10	0.0024
11	0.0026
12	0.0027
13	0.0029
14	0.003
15	0.0032
16	0.0034
17	0.0035
	
0	
-8	0
-7	0
-6	0
-5	0
-4	0
-3	0
-2	0
-1	0
0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
	
5	
-8	0.0004
-7	0.0002
-6	0.0001
-5	-0.0001
-4	-0.0002
-3	-0.0004
-2	-0.0005
-1	-0.0007
0	-0.0008
1	-0.001
2	-0.0011
3	-0.0013
4	-0.0015
5	-0.0016
6	-0.0018
7	-0.0019
8	-0.0021
9	-0.0022
10	-0.0024
11	-0.0026
12	-0.0027
13	-0.0029
14	-0.003
15	-0.0032
16	-0.0034
17	-0.0035
	
10	
-8	0.0013
-7	0.0009
-6	0.0004
-5	0
-4	-0.0004
-3	-0.0007
-2	-0.0011
-1	-0.0015
0	-0.0018
1	-0.0022
2	-0.0025
3	-0.0029
4	-0.0032
5	-0.0035
6	-0.0038
7	-0.0041
8	-0.0043
9	-0.0046
10	-0.0049
11	-0.0051
12	-0.0054
13	-0.0056
14	-0.0058
15	-0.006
16	-0.0062
17	-0.0064
	
15	
-8	0.0014
-7	0.0008
-6	0.0003
-5	-0.0002
-4	-0.0007
-3	-0.0011
-2	-0.0016
-1	-0.0021
0	-0.0026
1	-0.003
2	-0.0035
3	-0.004
4	-0.0044
5	-0.0049
6	-0.0053
7	-0.0057
8	-0.0062
9	-0.0066
10	-0.007
11	-0.0074
12	-0.0078
13	-0.0082
14	-0.0086
15	-0.009
16	-0.0094
17	-0.0098
	
20	
-8	0.0022
-7	0.0015
-6	0.0008
-5	0.0001
-4	-0.0005
-3	-0.0012
-2	-0.0019
-1	-0.0025
0	-0.0032
1	-0.0038
2	-0.0044
3	-0.005
4	-0.0057
5	-0.0063
6	-0.0069
7	-0.0075
8	-0.0081
9	-0.0087
10	-0.0093
11	-0.0098
12	-0.0104
13	-0.011
14	-0.0115
15	-0.0121
16	-0.0126
17	-0.0132
	
25	
-8	0.0025
-7	0.0018
-6	0.001
-5	0.0003
-4	-0.0004
-3	-0.0012
-2	-0.0019
-1	-0.0026
0	-0.0033
1	-0.004
2	-0.0047
3	-0.0054
4	-0.0061
5	-0.0068
6	-0.0074
7	-0.0081
8	-0.0088
9	-0.0094
10	-0.0101
11	-0.0107
12	-0.0114
13	-0.012
14	-0.0127
15	-0.0133
16	-0.0139
17	-0.0145
